index	name	color	mapping
1	ctx-rh-lateralorbitofrontal_1 	#000000	8
2	ctx-rh-lateralorbitofrontal_2 	#27b71f	8
3	ctx-rh-lateralorbitofrontal_3 	#fbb2cb	8
4	ctx-rh-lateralorbitofrontal_4 	#7584d3	8
5	ctx-rh-lateralorbitofrontal_5 	#c10778	8
6	ctx-rh-lateralorbitofrontal_6 	#80ef3e	8
7	ctx-rh-lateralorbitofrontal_7 	#da629e	8
8	ctx-rh-parsorbitalis_1 	#d1fb79	8
9	ctx-rh-parsorbitalis_2 	#45353e	8
10	ctx-rh-frontalpole_1 	#86f889	8
11	ctx-rh-medialorbitofrontal_1 	#d067c5	8
12	ctx-rh-medialorbitofrontal_2 	#a73bd1	8
13	ctx-rh-medialorbitofrontal_3 	#c8f579	8
14	ctx-rh-medialorbitofrontal_4 	#b85626	8
15	ctx-rh-medialorbitofrontal_5 	#d2e4b3	8
16	ctx-rh-parstriangularis_1 	#21cbdb	8
17	ctx-rh-parstriangularis_2 	#dd38c1	8
18	ctx-rh-parstriangularis_3 	#f197c7	8
19	ctx-rh-parstriangularis_4 	#488bb5	8
20	ctx-rh-parsopercularis_1 	#c89571	8
21	ctx-rh-parsopercularis_2 	#a045ee	8
22	ctx-rh-parsopercularis_3 	#c6b0ec	8
23	ctx-rh-parsopercularis_4 	#04c93d	8
24	ctx-rh-rostralmiddlefrontal_1 	#632903	8
25	ctx-rh-rostralmiddlefrontal_2 	#e3c2ae	8
26	ctx-rh-rostralmiddlefrontal_3 	#c0ae34	8
27	ctx-rh-rostralmiddlefrontal_4 	#50ae6b	8
28	ctx-rh-rostralmiddlefrontal_5 	#402779	8
29	ctx-rh-rostralmiddlefrontal_6 	#2e8e5e	8
30	ctx-rh-rostralmiddlefrontal_7 	#305dd4	8
31	ctx-rh-rostralmiddlefrontal_8 	#eb2c80	8
32	ctx-rh-rostralmiddlefrontal_9 	#5a39e3	8
33	ctx-rh-rostralmiddlefrontal_10 	#d4ed3e	8
34	ctx-rh-rostralmiddlefrontal_11 	#af28fa	8
35	ctx-rh-rostralmiddlefrontal_12 	#311d4d	8
36	ctx-rh-rostralmiddlefrontal_13 	#ae4d52	8
37	ctx-rh-superiorfrontal_1 	#5f49df	8
38	ctx-rh-superiorfrontal_2 	#700eef	8
39	ctx-rh-superiorfrontal_3 	#6ab9dc	8
40	ctx-rh-superiorfrontal_4 	#69ffaf	8
41	ctx-rh-superiorfrontal_5 	#6fe24b	8
42	ctx-rh-superiorfrontal_6 	#25513c	8
43	ctx-rh-superiorfrontal_7 	#52b27b	8
44	ctx-rh-superiorfrontal_8 	#bb7016	8
45	ctx-rh-superiorfrontal_9 	#2a4cce	8
46	ctx-rh-superiorfrontal_10 	#2f48d4	8
47	ctx-rh-superiorfrontal_11 	#2954fc	8
48	ctx-rh-superiorfrontal_12 	#2851a5	8
49	ctx-rh-superiorfrontal_13 	#4d037e	8
50	ctx-rh-superiorfrontal_14 	#433f3a	8
51	ctx-rh-superiorfrontal_15 	#ae897a	8
52	ctx-rh-superiorfrontal_16 	#0a4039	8
53	ctx-rh-superiorfrontal_17 	#27822b	8
54	ctx-rh-caudalmiddlefrontal_1 	#3219e2	8
55	ctx-rh-caudalmiddlefrontal_2 	#bfbd86	8
56	ctx-rh-caudalmiddlefrontal_3 	#dca3c7	8
57	ctx-rh-caudalmiddlefrontal_4 	#9baa08	8
58	ctx-rh-caudalmiddlefrontal_5 	#c81b0e	8
59	ctx-rh-precentral_1 	#3655a6	8
60	ctx-rh-precentral_2 	#896f8d	8
61	ctx-rh-precentral_3 	#16a356	8
62	ctx-rh-precentral_4 	#66c356	8
63	ctx-rh-precentral_5 	#c28b0a	8
64	ctx-rh-precentral_6 	#5858f7	8
65	ctx-rh-precentral_7 	#9dc072	8
66	ctx-rh-precentral_8 	#f8df0b	8
67	ctx-rh-precentral_9 	#23c442	8
68	ctx-rh-precentral_10 	#b209be	8
69	ctx-rh-precentral_11 	#0a361d	8
70	ctx-rh-precentral_12 	#0da446	8
71	ctx-rh-precentral_13 	#7abe16	8
72	ctx-rh-precentral_14 	#8d06c3	8
73	ctx-rh-precentral_15 	#96f3ef	8
74	ctx-rh-precentral_16 	#0af175	8
75	ctx-rh-paracentral_1 	#8eaf3f	8
76	ctx-rh-paracentral_2 	#0ae183	8
77	ctx-rh-paracentral_3 	#2373f0	8
78	ctx-rh-paracentral_4 	#96ba33	8
79	ctx-rh-paracentral_5 	#c60d0e	8
80	ctx-rh-paracentral_6 	#253adf	8
81	ctx-rh-rostralanteriorcingulate_1 	#890153	8
82	ctx-rh-rostralanteriorcingulate_2 	#6de634	8
83	ctx-rh-caudalanteriorcingulate_1 	#1c9c20	8
84	ctx-rh-caudalanteriorcingulate_2 	#dcc686	8
85	ctx-rh-caudalanteriorcingulate_3 	#5375c7	8
86	ctx-rh-posteriorcingulate_1 	#70803b	8
87	ctx-rh-posteriorcingulate_2 	#56c80b	8
88	ctx-rh-posteriorcingulate_3 	#b693c1	8
89	ctx-rh-posteriorcingulate_4 	#47fd60	8
90	ctx-rh-isthmuscingulate_1 	#8c3adb	8
91	ctx-rh-isthmuscingulate_2 	#92b733	8
92	ctx-rh-postcentral_1 	#677fa7	8
93	ctx-rh-postcentral_2 	#0c0659	8
94	ctx-rh-postcentral_3 	#766c0f	8
95	ctx-rh-postcentral_4 	#30b560	8
96	ctx-rh-postcentral_5 	#559e39	8
97	ctx-rh-postcentral_6 	#199e53	8
98	ctx-rh-postcentral_7 	#b7af4f	8
99	ctx-rh-postcentral_8 	#6fd16a	8
100	ctx-rh-postcentral_9 	#b9338f	8
101	ctx-rh-postcentral_10 	#824892	8
102	ctx-rh-postcentral_11 	#993bbb	8
103	ctx-rh-postcentral_12 	#14163b	8
104	ctx-rh-supramarginal_1 	#e4dada	8
105	ctx-rh-supramarginal_2 	#379c8f	8
106	ctx-rh-supramarginal_3 	#8ff755	8
107	ctx-rh-supramarginal_4 	#e7f535	8
108	ctx-rh-supramarginal_5 	#7d2535	8
109	ctx-rh-supramarginal_6 	#589ad2	8
110	ctx-rh-supramarginal_7 	#321a10	8
111	ctx-rh-supramarginal_8 	#43f84e	8
112	ctx-rh-supramarginal_9 	#d3d8d7	8
113	ctx-rh-superiorparietal_1 	#922e06	8
114	ctx-rh-superiorparietal_2 	#67177d	8
115	ctx-rh-superiorparietal_3 	#2ec1ed	8
116	ctx-rh-superiorparietal_4 	#9416b9	8
117	ctx-rh-superiorparietal_5 	#06e856	8
118	ctx-rh-superiorparietal_6 	#030ea1	8
119	ctx-rh-superiorparietal_7 	#4120fe	8
120	ctx-rh-superiorparietal_8 	#039bf1	8
121	ctx-rh-superiorparietal_9 	#b277e6	8
122	ctx-rh-superiorparietal_10 	#a96ec9	8
123	ctx-rh-superiorparietal_11 	#e346fd	8
124	ctx-rh-superiorparietal_12 	#8a938e	8
125	ctx-rh-superiorparietal_13 	#b7cd7b	8
126	ctx-rh-inferiorparietal_1 	#1e8f69	8
127	ctx-rh-inferiorparietal_2 	#4094da	8
128	ctx-rh-inferiorparietal_3 	#d0bb0f	8
129	ctx-rh-inferiorparietal_4 	#2721e3	8
130	ctx-rh-inferiorparietal_5 	#f08271	8
131	ctx-rh-inferiorparietal_6 	#e6d42d	8
132	ctx-rh-inferiorparietal_7 	#7fd610	8
133	ctx-rh-inferiorparietal_8 	#ae5e86	8
134	ctx-rh-inferiorparietal_9 	#cc7625	8
135	ctx-rh-inferiorparietal_10 	#e2de63	8
136	ctx-rh-inferiorparietal_11 	#ed17ee	8
137	ctx-rh-inferiorparietal_12 	#bc376b	8
138	ctx-rh-precuneus_1 	#0c2730	8
139	ctx-rh-precuneus_2 	#e00a87	8
140	ctx-rh-precuneus_3 	#ccaeb2	8
141	ctx-rh-precuneus_4 	#da9295	8
142	ctx-rh-precuneus_5 	#18a172	8
143	ctx-rh-precuneus_6 	#7f91ba	8
144	ctx-rh-precuneus_7 	#9ede23	8
145	ctx-rh-precuneus_8 	#9d148b	8
146	ctx-rh-precuneus_9 	#e5f575	8
147	ctx-rh-precuneus_10 	#a25b5c	8
148	ctx-rh-cuneus_1 	#c507a1	8
149	ctx-rh-cuneus_2 	#fa8352	8
150	ctx-rh-cuneus_3 	#5dba8d	8
151	ctx-rh-cuneus_4 	#905f7f	8
152	ctx-rh-pericalcarine_1 	#f90906	8
153	ctx-rh-pericalcarine_2 	#6fdb94	8
154	ctx-rh-pericalcarine_3 	#a00a4a	8
155	ctx-rh-pericalcarine_4 	#8914a5	8
156	ctx-rh-lateraloccipital_1 	#c01a8c	8
157	ctx-rh-lateraloccipital_2 	#c74329	8
158	ctx-rh-lateraloccipital_3 	#59e5b2	8
159	ctx-rh-lateraloccipital_4 	#2d526f	8
160	ctx-rh-lateraloccipital_5 	#53c345	8
161	ctx-rh-lateraloccipital_6 	#6205bf	8
162	ctx-rh-lateraloccipital_7 	#58f1bf	8
163	ctx-rh-lateraloccipital_8 	#e0a88b	8
164	ctx-rh-lateraloccipital_9 	#03833e	8
165	ctx-rh-lateraloccipital_10 	#7c2017	8
166	ctx-rh-lingual_1 	#989ec7	8
167	ctx-rh-lingual_2 	#85eebe	8
168	ctx-rh-lingual_3 	#ffeabe	8
169	ctx-rh-lingual_4 	#a20910	8
170	ctx-rh-lingual_5 	#d0d731	8
171	ctx-rh-lingual_6 	#06d385	8
172	ctx-rh-lingual_7 	#fa3cfd	8
173	ctx-rh-fusiform_1 	#055d57	8
174	ctx-rh-fusiform_2 	#655797	8
175	ctx-rh-fusiform_3 	#09e94f	8
176	ctx-rh-fusiform_4 	#b3bd13	8
177	ctx-rh-fusiform_5 	#a8b0d9	8
178	ctx-rh-fusiform_6 	#d87548	8
179	ctx-rh-fusiform_7 	#af7813	8
180	ctx-rh-fusiform_8 	#967185	8
181	ctx-rh-parahippocampal_1 	#4b957a	8
182	ctx-rh-parahippocampal_2 	#b99e03	8
183	ctx-rh-parahippocampal_3 	#67c7dd	8
184	ctx-rh-entorhinal_1 	#dfbe1f	8
185	ctx-rh-temporalpole_1 	#164485	8
186	ctx-rh-inferiortemporal_1 	#a8ed42	8
187	ctx-rh-inferiortemporal_2 	#6481fb	8
188	ctx-rh-inferiortemporal_3 	#37bec5	8
189	ctx-rh-inferiortemporal_4 	#43678f	8
190	ctx-rh-inferiortemporal_5 	#82a20b	8
191	ctx-rh-inferiortemporal_6 	#eb1f40	8
192	ctx-rh-inferiortemporal_7 	#42d892	8
193	ctx-rh-middletemporal_1 	#80e76d	8
194	ctx-rh-middletemporal_2 	#d3c04d	8
195	ctx-rh-middletemporal_3 	#2ae80c	8
196	ctx-rh-middletemporal_4 	#db6245	8
197	ctx-rh-middletemporal_5 	#3c49d9	8
198	ctx-rh-middletemporal_6 	#7f8852	8
199	ctx-rh-middletemporal_7 	#e850a5	8
200	ctx-rh-middletemporal_8 	#5bf760	8
201	ctx-rh-middletemporal_9 	#53a1db	8
202	ctx-rh-bankssts_1 	#187f59	8
203	ctx-rh-bankssts_2 	#5bb935	8
204	ctx-rh-bankssts_3 	#591d20	8
205	ctx-rh-superiortemporal_1 	#aff874	8
206	ctx-rh-superiortemporal_2 	#ffc64f	8
207	ctx-rh-superiortemporal_3 	#db945a	8
208	ctx-rh-superiortemporal_4 	#9b9caa	8
209	ctx-rh-superiortemporal_5 	#75baa1	8
210	ctx-rh-superiortemporal_6 	#25efad	8
211	ctx-rh-superiortemporal_7 	#814f8e	8
212	ctx-rh-superiortemporal_8 	#af0c44	8
213	ctx-rh-superiortemporal_9 	#c30e13	8
214	ctx-rh-superiortemporal_10 	#f3596e	8
215	ctx-rh-superiortemporal_11 	#fca54d	8
216	ctx-rh-transversetemporal_1 	#7d0e7e	8
217	ctx-rh-insula_1 	#25ca98	8
218	ctx-rh-insula_2 	#af6ce7	8
219	ctx-rh-insula_3 	#df4d61	8
220	ctx-rh-insula_4 	#5f6029	8
221	ctx-rh-insula_5 	#23a19a	8
222	ctx-rh-insula_6 	#e2a1b2	8
223	ctx-rh-insula_7 	#4f9cb7	8
224	right-pulvinar	#ff0000	9
225	right-anterior	#00ff00	9
226	right-medio_dorsal	#ffff00	9
227	right-ventral_latero_dorsal	#ff7b00	9
228	right-central_lateral-lateral_posterior-medial_pulvinar	#00ffff	9
229	right-ventral_anterior	#ff00ff	9
230	right-ventral_latero_ventral	#0000ff	9
231	right-thalamus_proper	#00760e	9
232	right-caudate	#7abadc	9
233	right-putamen	#ec0db0	9
234	right-pallidum	#0c30ff	9
235	right-accumbens_area	#ffa500	9
236	right-hippocampus	#67ffff	9
237	right-amygdala	#dcd814	9
238	right-ventraldc	#a52a2a	9
239	ctx-lh-lateralorbitofrontal_1 	#ccb68e	8
240	ctx-lh-lateralorbitofrontal_2 	#27b71f	8
241	ctx-lh-lateralorbitofrontal_3 	#fbb2cb	8
242	ctx-lh-lateralorbitofrontal_4 	#7584d3	8
